Version Name,Segment,Year,Month,Period,Peril,Large Claim,Incurred Cost,Claims Nos,Earned Exposure
Actual,UKDI,2017,5,201705,Weather,Attritional,9934038,3974,996185
Actual,UKDI,2017,6,201706,Weather,Attritional,9979601,3992,999442
Actual,UKDI,2017,7,201707,Weather,Attritional,9980993,3992,994333
Actual,UKDI,2017,8,201708,Weather,Attritional,9903618,3961,988235
Actual,UKDI,2017,9,201709,Weather,Attritional,9983011,3993,1005753
Actual,UKDI,2017,10,201710,Weather,Attritional,10063513,4025,1003411
Actual,UKDI,2017,11,201711,Weather,Attritional,9999612,4000,1002027
Actual,UKDI,2017,12,201712,Weather,Attritional,10167445,4067,1019478
Actual,UKDI,2018,1,201801,Weather,Attritional,10232739,4093,1020710
Actual,UKDI,2018,2,201802,Weather,Attritional,10266683,4107,1032549
Actual,UKDI,2018,3,201803,Weather,Attritional,10317625,4127,1031249
Actual,UKDI,2018,4,201804,Weather,Attritional,10458833,4184,1053371
Actual,UKDI,2018,5,201805,Weather,Attritional,10540563,4216,1052404
Actual,UKDI,2018,6,201806,Weather,Attritional,10544494,4218,1059255
Actual,UKDI,2018,7,201807,Weather,Attritional,10639314,4256,1065937
Actual,UKDI,2018,8,201808,Weather,Attritional,10587128,4235,1061618
Actual,UKDI,2018,9,201809,Weather,Attritional,11905353,4762,1196401
Actual,UKDI,2018,10,201810,Weather,Attritional,12041136,4816,1209227
Actual,UKDI,2018,11,201811,Weather,Attritional,12103646,4841,1213701
Actual,UKDI,2018,12,201812,Weather,Attritional,12146474,4859,1224141
Actual,UKDI,2016,6,201606,Weather,Large,9446443,3779,946035
Actual,UKDI,2018,3,201803,Weather,Large,10319551,4128,1040664
Actual,UKDI,2018,12,201812,Weather,Large,12241920,4897,1217434
Plan,UKDI,2018,7,201807,Weather,Attritional,15141807,6057,1517065
Plan,UKDI,2018,8,201808,Weather,Attritional,15319673,6128,1535324
Plan,UKDI,2018,9,201809,Weather,Attritional,15799632,6320,1569053
Plan,UKDI,2018,10,201810,Weather,Attritional,15869194,6348,1585982
Plan,UKDI,2018,11,201811,Weather,Attritional,16015468,6406,1596867
Plan,UKDI,2018,12,201812,Weather,Attritional,16248829,6500,1612525
Plan,UKDI,2019,1,201901,Weather,Attritional,16288432,6515,1632583
Plan,UKDI,2019,2,201902,Weather,Attritional,16234285,6494,1634587
Plan,UKDI,2019,3,201903,Weather,Attritional,16481740,6593,1658086
Plan,UKDI,2019,4,201904,Weather,Attritional,16496062,6598,1651995
Plan,UKDI,2019,5,201905,Weather,Attritional,16877344,6751,1679025
Plan,UKDI,2019,6,201906,Weather,Attritional,16865840,6746,1691194
Plan,UKDI,2019,7,201907,Weather,Attritional,17049731,6820,1705594
Plan,UKDI,2019,8,201908,Weather,Attritional,17163426,6865,1713952
Plan,UKDI,2019,9,201909,Weather,Attritional,17162623,6865,1716465
Plan,UKDI,2019,10,201910,Weather,Attritional,17195659,6878,1715090
Plan,UKDI,2019,11,201911,Weather,Attritional,17226267,6891,1726735
Plan,UKDI,2019,12,201912,Weather,Attritional,17223137,6889,1731175
Plan V2,UKDI,2018,9,201809,Weather,Attritional,11605700,4642,1165099
Plan V2,UKDI,2018,10,201810,Weather,Attritional,11614316,4646,1162028
Plan V2,UKDI,2018,11,201811,Weather,Attritional,11778945,4712,1178661
Plan V2,UKDI,2018,12,201812,Weather,Attritional,11871385,4749,1194827
Plan V2,UKDI,2019,1,201901,Weather,Attritional,12020198,4808,1199618
Plan V2,UKDI,2019,2,201902,Weather,Attritional,11991740,4797,1202883
Plan V2,UKDI,2019,3,201903,Weather,Attritional,11988773,4796,1200456
Plan V2,UKDI,2019,4,201904,Weather,Attritional,12222159,4889,1224064
Plan V2,UKDI,2019,5,201905,Weather,Attritional,12308797,4924,1237153
Plan V2,UKDI,2019,6,201906,Weather,Attritional,12311532,4925,1239359
Plan V2,UKDI,2019,7,201907,Weather,Attritional,12384523,4954,1244059
Plan V2,UKDI,2019,8,201908,Weather,Attritional,12459028,4984,1249118
Plan V2,UKDI,2019,9,201909,Weather,Attritional,12627873,5051,1266232
Plan V2,UKDI,2019,10,201910,Weather,Attritional,12584417,5034,1260618
Plan V2,UKDI,2019,11,201911,Weather,Attritional,12796372,5119,1278989
Plan V2,UKDI,2019,12,201912,Weather,Attritional,12735099,5094,1270877
Actual,Total,2016,1,201601,Non Weather,Attritional,32968882,18415,4600062
Actual,Total,2016,2,201602,Non Weather,Attritional,33259237,18548,4630771
Actual,Total,2016,3,201603,Non Weather,Attritional,33523997,18639,4664533
Actual,Total,2016,4,201604,Non Weather,Attritional,33738214,18719,4681683
Actual,Total,2016,5,201605,Non Weather,Attritional,33992220,18874,4712442
Actual,Total,2016,6,201606,Non Weather,Attritional,34257582,18957,4752916
Actual,Total,2016,7,201607,Non Weather,Attritional,34533392,19190,4788192
Actual,Total,2016,8,201608,Non Weather,Attritional,34562283,19235,4813888
Actual,Total,2016,9,201609,Non Weather,Attritional,34923022,19431,4853830
Actual,Total,2016,10,201610,Non Weather,Attritional,35076516,19487,4875050
Actual,Total,2016,11,201611,Non Weather,Attritional,35589290,19669,4910349
Actual,Total,2016,12,201612,Non Weather,Attritional,35490486,19697,4923996
Actual,Total,2017,1,201701,Non Weather,Attritional,36068023,19932,4973894
Actual,Total,2017,2,201702,Non Weather,Attritional,36093462,20030,5005279
Actual,Total,2017,3,201703,Non Weather,Attritional,36637508,20225,5045908
Actual,Total,2017,4,201704,Non Weather,Attritional,37070662,20291,5077561
Actual,Total,2017,5,201705,Non Weather,Attritional,37033316,20449,5115512
Actual,Total,2017,6,201706,Non Weather,Attritional,37747616,20705,5168548
Actual,Total,2017,7,201707,Non Weather,Attritional,37694209,20785,5178361
Actual,Total,2017,8,201708,Non Weather,Attritional,37925739,20832,5207021
Actual,Total,2017,9,201709,Non Weather,Attritional,38612898,21053,5247361
Actual,Total,2017,10,201710,Non Weather,Attritional,38637358,21093,5277818
Actual,Total,2017,11,201711,Non Weather,Attritional,38825908,21236,5315526
Actual,Total,2017,12,201712,Non Weather,Attritional,39138168,21480,5357416
Actual,Total,2018,1,201801,Non Weather,Attritional,39424607,21576,5386700
Actual,Total,2018,2,201802,Non Weather,Attritional,39723110,21791,5443372
Actual,Total,2018,3,201803,Non Weather,Attritional,40162063,22035,5504980
Actual,Total,2018,4,201804,Non Weather,Attritional,40430738,22179,5549931
Actual,Total,2018,5,201805,Non Weather,Attritional,40564704,22371,5585989
Actual,Total,2018,6,201806,Non Weather,Attritional,41033727,22472,5617781
Actual,Total,2018,7,201807,Non Weather,Attritional,41142659,22723,5665770
Actual,Total,2018,8,201808,Non Weather,Attritional,41495084,22834,5695882
Actual,Total,2018,9,201809,Non Weather,Attritional,36983043,21587,5409266
Actual,Total,2018,10,201810,Non Weather,Attritional,37272204,21799,5454575
Actual,Total,2018,11,201811,Non Weather,Attritional,37604097,22015,5484985
Actual,Total,2018,12,201812,Non Weather,Attritional,37966764,22158,5536376
Actual,Total,2016,1,201601,Non Weather,Large,32807686,7886,1967477
Actual,Total,2016,2,201602,Non Weather,Large,33259844,11650,2915711
Actual,Total,2016,3,201603,Non Weather,Large,33545006,11751,2939062
Actual,Total,2016,4,201604,Non Weather,Large,33727666,5973,1487499
Actual,Total,2016,5,201605,Non Weather,Large,33847071,8226,2052357
Actual,Total,2016,6,201606,Non Weather,Large,34029358,6610,1646117
Actual,Total,2016,7,201607,Non Weather,Large,34539981,14875,3722095
Actual,Total,2016,8,201608,Non Weather,Large,34702627,12289,3075299
Actual,Total,2016,9,201609,Non Weather,Large,35052059,10072,2511894
Actual,Total,2016,10,201610,Non Weather,Large,35108614,8780,2184455
Actual,Total,2016,11,201611,Non Weather,Large,35355429,6470,1622932
Actual,Total,2016,12,201612,Non Weather,Large,35533321,5336,1329461
Actual,Total,2017,1,201701,Non Weather,Large,36022329,9179,2286934
Actual,Total,2017,2,201702,Non Weather,Large,36310923,12996,3241117
Actual,Total,2017,3,201703,Non Weather,Large,36462945,13497,3376164
Actual,Total,2017,4,201704,Non Weather,Large,36905270,14920,3721699
Actual,Total,2017,5,201705,Non Weather,Large,37219608,1492,372655
Actual,Total,2017,6,201706,Non Weather,Large,37588954,10673,2665010
Actual,Total,2017,7,201707,Non Weather,Large,37928331,19137,4787064
Actual,Total,2017,8,201708,Non Weather,Large,38111710,9818,2446934
Actual,Total,2017,9,201709,Non Weather,Large,38521268,18171,4549499
Actual,Total,2017,10,201710,Non Weather,Large,38831640,14237,3574631
Actual,Total,2017,11,201711,Non Weather,Large,38860232,14471,3613071
Actual,Total,2017,12,201712,Non Weather,Large,39122072,11554,2903106
Actual,Total,2018,1,201801,Non Weather,Large,39632462,15788,3947476
Actual,Total,2018,2,201802,Non Weather,Large,39661164,14211,3552847
Actual,Total,2018,3,201803,Non Weather,Large,40284317,20863,5206096
Actual,Total,2018,4,201804,Non Weather,Large,40459656,13645,3427398
Actual,Total,2018,5,201805,Non Weather,Large,40713944,19541,4880765
Actual,Total,2018,6,201806,Non Weather,Large,40950704,11267,2815176
Actual,Total,2018,7,201807,Non Weather,Large,41316153,20009,4998128
Actual,Total,2018,8,201808,Non Weather,Large,41288522,17511,4385028
Actual,Total,2018,9,201809,Non Weather,Large,36886583,13621,3404827
Actual,Total,2018,10,201810,Non Weather,Large,37388727,6630,1652762
Actual,Total,2018,11,201811,Non Weather,Large,37659390,6077,1524846
Actual,Total,2018,12,201812,Non Weather,Large,38018321,4862,1223556
Plan,Total,2018,7,201807,Non Weather,Attritional,58350775,23873,5987751
Plan,Total,2018,8,201808,Non Weather,Attritional,58745668,24087,6037442
Plan,Total,2018,9,201809,Non Weather,Attritional,59193957,23969,5999408
Plan,Total,2018,10,201810,Non Weather,Attritional,59959256,24259,6063813
Plan,Total,2018,11,201811,Non Weather,Attritional,60150367,24477,6105568
Plan,Total,2018,12,201812,Non Weather,Attritional,61062771,24664,6181518
Plan,Total,2019,1,201901,Non Weather,Attritional,62134481,25047,6279733
Plan,Total,2019,2,201902,Non Weather,Attritional,62423341,25242,6324869
Plan,Total,2019,3,201903,Non Weather,Attritional,62064257,25062,6278371
Plan,Total,2019,4,201904,Non Weather,Attritional,62549703,25236,6320050
Plan,Total,2019,5,201905,Non Weather,Attritional,62431459,25364,6343721
Plan,Total,2019,6,201906,Non Weather,Attritional,63202598,25460,6361984
Plan,Total,2019,7,201907,Non Weather,Attritional,62830156,25530,6398216
Plan,Total,2019,8,201908,Non Weather,Attritional,63154746,25702,6424509
Plan,Total,2019,9,201909,Non Weather,Attritional,64027379,25856,6478810
Plan,Total,2019,10,201910,Non Weather,Attritional,64858458,26177,6522872
Plan,Total,2019,11,201911,Non Weather,Attritional,64489407,26195,6540275
Plan,Total,2019,12,201912,Non Weather,Attritional,64108791,26031,6509330
Plan,Total,2018,7,201807,Non Weather,Large,58044361,23953,5985817
Plan,Total,2018,8,201808,Non Weather,Large,58226480,24101,6024797
Plan,Total,2018,9,201809,Non Weather,Large,59023552,23927,6006079
Plan,Total,2018,10,201810,Non Weather,Large,59765182,24217,6075580
Plan,Total,2018,11,201811,Non Weather,Large,60254901,24478,6112288
Plan,Total,2018,12,201812,Non Weather,Large,61091238,24710,6168861
Plan,Total,2019,1,201901,Non Weather,Large,61648697,25116,6259547
Plan,Total,2019,2,201902,Non Weather,Large,62379352,25242,6308545
Plan,Total,2019,3,201903,Non Weather,Large,61836857,25132,6279381
Plan,Total,2019,4,201904,Non Weather,Large,62201373,25260,6321791
Plan,Total,2019,5,201905,Non Weather,Large,62424646,25351,6350593
Plan,Total,2019,6,201906,Non Weather,Large,63082277,25530,6375986
Plan,Total,2019,7,201907,Non Weather,Large,62927202,25585,6404667
Plan,Total,2019,8,201908,Non Weather,Large,63195172,25727,6424634
Plan,Total,2019,9,201909,Non Weather,Large,63627851,25936,6479837
Plan,Total,2019,10,201910,Non Weather,Large,64852576,26104,6536577
Plan,Total,2019,11,201911,Non Weather,Large,64449725,26220,6545542
Plan,Total,2019,12,201912,Non Weather,Large,64409142,26056,6497930
Plan V2,Total,2018,9,201809,Non Weather,Attritional,53813713,20777,5191880
Plan V2,Total,2018,10,201810,Non Weather,Attritional,54152776,20867,5228247
Plan V2,Total,2018,11,201811,Non Weather,Attritional,54656918,21026,5261482
Plan V2,Total,2018,12,201812,Non Weather,Attritional,55276732,21156,5285809
Plan V2,Total,2019,1,201901,Non Weather,Attritional,55297548,21315,5323225
Plan V2,Total,2019,2,201902,Non Weather,Attritional,55519557,21308,5340252
Plan V2,Total,2019,3,201903,Non Weather,Attritional,55571702,21410,5360242
Plan V2,Total,2019,4,201904,Non Weather,Attritional,56203953,21646,5400733
Plan V2,Total,2019,5,201905,Non Weather,Attritional,56300908,21749,5424907
Plan V2,Total,2019,6,201906,Non Weather,Attritional,56587325,21850,5448085
Plan V2,Total,2019,7,201907,Non Weather,Attritional,57011278,21939,5486799
Plan V2,Total,2019,8,201908,Non Weather,Attritional,57388641,22051,5508220
Plan V2,Total,2019,9,201909,Non Weather,Attritional,57440782,22180,5535501
Plan V2,Total,2019,10,201910,Non Weather,Attritional,57826020,22252,5553082
Plan V2,Total,2019,11,201911,Non Weather,Attritional,57668323,22331,5570464
Plan V2,Total,2019,12,201912,Non Weather,Attritional,57998258,22341,5574379
Plan V2,Total,2018,9,201809,Non Weather,Large,53687793,20771,5185522
Plan V2,Total,2018,10,201810,Non Weather,Large,54285015,20884,5223851
Plan V2,Total,2018,11,201811,Non Weather,Large,54610235,21048,5262794
Plan V2,Total,2018,12,201812,Non Weather,Large,55211170,21206,5295177
Plan V2,Total,2019,1,201901,Non Weather,Large,55433501,21274,5337474
Plan V2,Total,2019,2,201902,Non Weather,Large,55279747,21352,5331158
Plan V2,Total,2019,3,201903,Non Weather,Large,56062715,21404,5359133
Plan V2,Total,2019,4,201904,Non Weather,Large,56130789,21596,5391323
Plan V2,Total,2019,5,201905,Non Weather,Large,56851140,21766,5429079
Plan V2,Total,2019,6,201906,Non Weather,Large,56800331,21819,5453457
Plan V2,Total,2019,7,201907,Non Weather,Large,56982852,21867,5459538
Plan V2,Total,2019,8,201908,Non Weather,Large,57010709,22031,5516063
Plan V2,Total,2019,9,201909,Non Weather,Large,57354948,22135,5547453
Plan V2,Total,2019,10,201910,Non Weather,Large,57646239,22198,5550185
Plan V2,Total,2019,11,201911,Non Weather,Large,57602725,22347,5563656
Plan V2,Total,2019,12,201912,Non Weather,Large,57962951,22336,5576023
Actual,Total,2016,1,201601,Weather,Attritional,32942879,14213,3557746
Actual,Total,2016,2,201602,Weather,Attritional,33147078,14350,3586937
Actual,Total,2016,3,201603,Weather,Attritional,33307974,14397,3600048
Actual,Total,2016,4,201604,Weather,Attritional,33672067,14556,3628928
Actual,Total,2016,5,201605,Weather,Attritional,33980000,14683,3659384
Actual,Total,2016,6,201606,Weather,Attritional,34110949,14874,3724928
Actual,Total,2016,7,201607,Weather,Attritional,34444873,15010,3752045
Actual,Total,2016,8,201608,Weather,Attritional,34476047,14975,3743479
Actual,Total,2016,9,201609,Weather,Attritional,35009427,15201,3804146
Actual,Total,2016,10,201610,Weather,Attritional,35162758,15325,3825451
Actual,Total,2016,11,201611,Weather,Attritional,35518095,15418,3863288
Actual,Total,2016,12,201612,Weather,Attritional,35645055,19745,4928962
Actual,Total,2017,1,201701,Weather,Attritional,35955314,19907,4973530
Actual,Total,2017,2,201702,Weather,Attritional,36203760,19981,4995801
Actual,Total,2017,3,201703,Weather,Attritional,36736026,20188,5048469
Actual,Total,2017,4,201704,Weather,Attritional,37076237,16072,4018307
Actual,Total,2017,5,201705,Weather,Attritional,37031571,20463,5102637
Actual,Total,2017,6,201706,Weather,Attritional,37527557,20653,5161367
Actual,Total,2017,7,201707,Weather,Attritional,37959547,20753,5183740
Actual,Total,2017,8,201708,Weather,Attritional,38114035,20842,5204902
Actual,Total,2017,9,201709,Weather,Attritional,38495486,20953,5248538
Actual,Total,2017,10,201710,Weather,Attritional,38661958,21111,5282522
Actual,Total,2017,11,201711,Weather,Attritional,38812058,21271,5325297
Actual,Total,2017,12,201712,Weather,Attritional,39055069,21448,5369974
Actual,Total,2018,1,201801,Weather,Attritional,39471278,21550,5389009
Actual,Total,2018,2,201802,Weather,Attritional,39708509,21754,5447566
Actual,Total,2018,3,201803,Weather,Attritional,39941797,21970,5509364
Actual,Total,2018,4,201804,Weather,Attritional,40350256,22179,5550509
Actual,Total,2018,5,201805,Weather,Attritional,40707577,22396,5590701
Actual,Total,2018,6,201806,Weather,Attritional,41158671,22519,5634156
Actual,Total,2018,7,201807,Weather,Attritional,41252610,22691,5678900
Actual,Total,2018,8,201808,Weather,Attritional,41663692,22854,5698537
Actual,Total,2018,9,201809,Weather,Attritional,37043435,21616,5408696
Actual,Total,2018,10,201810,Weather,Attritional,37147835,21808,5453526
Actual,Total,2018,11,201811,Weather,Attritional,37628989,21952,5490405
Actual,Total,2018,12,201812,Weather,Attritional,37838523,22130,5543389
Actual,Total,2016,1,201601,Weather,Large,32985323,0,0
Actual,Total,2016,2,201602,Weather,Large,33277804,0,0
Actual,Total,2016,3,201603,Weather,Large,33265571,0,0
Actual,Total,2016,4,201604,Weather,Large,33655428,0,0
Actual,Total,2016,5,201605,Weather,Large,33877468,0,0
Actual,Total,2016,6,201606,Weather,Large,33999964,0,0
Actual,Total,2016,7,201607,Weather,Large,34546255,0,0
Actual,Total,2016,8,201608,Weather,Large,34475506,0,0
Actual,Total,2016,9,201609,Weather,Large,34927273,0,0
Actual,Total,2016,10,201610,Weather,Large,35116161,0,0
Actual,Total,2016,11,201611,Weather,Large,35417135,0,0
Actual,Total,2016,12,201612,Weather,Large,35836058,0,0
Actual,Total,2017,1,201701,Weather,Large,36085748,0,0
Actual,Total,2017,2,201702,Weather,Large,36271498,0,0
Actual,Total,2017,3,201703,Weather,Large,36481140,0,0
Actual,Total,2017,4,201704,Weather,Large,36811723,0,0
Actual,Total,2017,5,201705,Weather,Large,37265010,0,0
Actual,Total,2017,6,201706,Weather,Large,37681063,0,0
Actual,Total,2017,7,201707,Weather,Large,37657044,0,0
Actual,Total,2017,8,201708,Weather,Large,38105186,0,0
Actual,Total,2017,9,201709,Weather,Large,38280325,0,0
Actual,Total,2017,10,201710,Weather,Large,38513071,0,0
Actual,Total,2017,11,201711,Weather,Large,39046203,0,0
Actual,Total,2017,12,201712,Weather,Large,39073675,0,0
Actual,Total,2018,1,201801,Weather,Large,39696641,0,0
Actual,Total,2018,2,201802,Weather,Large,39871526,0,0
Actual,Total,2018,3,201803,Weather,Large,40148517,0,0
Actual,Total,2018,4,201804,Weather,Large,40476661,0,0
Actual,Total,2018,5,201805,Weather,Large,40901502,0,0
Actual,Total,2018,6,201806,Weather,Large,41084222,0,0
Actual,Total,2018,7,201807,Weather,Large,41405559,0,0
Actual,Total,2018,8,201808,Weather,Large,41543475,0,0
Actual,Total,2018,9,201809,Weather,Large,36901864,0,0
Actual,Total,2018,10,201810,Weather,Large,37446734,0,0
Actual,Total,2018,11,201811,Weather,Large,37518481,0,0
Actual,Total,2018,12,201812,Weather,Large,37833364,4897,1217434
Plan,Total,2018,7,201807,Weather,Attritional,58324709,23958,5986180
Plan,Total,2018,8,201808,Weather,Attritional,58477291,24123,6027913
Plan,Total,2018,9,201809,Weather,Attritional,59023251,23989,5995283
Plan,Total,2018,10,201810,Weather,Attritional,59629260,24224,6070946
Plan,Total,2018,11,201811,Weather,Attritional,60276095,24502,6111532
Plan,Total,2018,12,201812,Weather,Attritional,61274012,24765,6167128
Plan,Total,2019,1,201901,Weather,Attritional,62010458,25060,6267399
Plan,Total,2019,2,201902,Weather,Attritional,62611167,25212,6300562
Plan,Total,2019,3,201903,Weather,Attritional,62167922,25134,6292589
Plan,Total,2019,4,201904,Weather,Attritional,62661594,25209,6308331
Plan,Total,2019,5,201905,Weather,Attritional,62800322,25433,6342721
Plan,Total,2019,6,201906,Weather,Attritional,63163132,25517,6376256
Plan,Total,2019,7,201907,Weather,Attritional,63171106,25550,6397645
Plan,Total,2019,8,201908,Weather,Attritional,63078201,25739,6431741
Plan,Total,2019,9,201909,Weather,Attritional,64050024,25923,6475699
Plan,Total,2019,10,201910,Weather,Attritional,64634477,26144,6531740
Plan,Total,2019,11,201911,Weather,Attritional,64765643,26178,6548373
Plan,Total,2019,12,201912,Weather,Attritional,64057392,25996,6520467
Plan V2,Total,2018,9,201809,Weather,Attritional,54019387,20772,5201127
Plan V2,Total,2018,10,201810,Weather,Attritional,54405931,20865,5225645
Plan V2,Total,2018,11,201811,Weather,Attritional,54709854,21048,5257382
Plan V2,Total,2018,12,201812,Weather,Attritional,55047436,21173,5292638
Plan V2,Total,2019,1,201901,Weather,Attritional,55524013,21321,5314643
Plan V2,Total,2019,2,201902,Weather,Attritional,55721319,21350,5343704
Plan V2,Total,2019,3,201903,Weather,Attritional,56111299,21369,5349815
Plan V2,Total,2019,4,201904,Weather,Attritional,56082967,21649,5404575
Plan V2,Total,2019,5,201905,Weather,Attritional,56633546,21727,5433735
Plan V2,Total,2019,6,201906,Weather,Attritional,56627156,21795,5442978
Plan V2,Total,2019,7,201907,Weather,Attritional,57081166,21883,5460547
Plan V2,Total,2019,8,201908,Weather,Attritional,57379801,21979,5502326
Plan V2,Total,2019,9,201909,Weather,Attritional,57429205,22174,5549385
Plan V2,Total,2019,10,201910,Weather,Attritional,57347676,22205,5555475
Plan V2,Total,2019,11,201911,Weather,Attritional,57777106,22316,5574702
Plan V2,Total,2019,12,201912,Weather,Attritional,58080204,22343,5586654
